STATE,ZIP,DOMAIN,CLUSTER,HOMEOWNR,DATASRCE,RFA_2,RFA_2R,RFA_2A,DOMAIN_A,DOMAIN_B
other,67449,R2,45,U,D,L1E,L,E,R,2
CA,90026,U2,7,U,A,L4D,L,D,U,2
other,83404-,T1,34,U,C,L1F,L,F,T,1
other,81401,T2,36,U,D,L4F,L,F,T,2
FL,34205,C2,29,U,B,L3F,L,F,C,2
CA,95401,C2,25,H,A,L1F,L,F,C,2
MI,48218,S3,21,H,A,L3D,L,D,S,3
other,29333,T3,41,H,B,L4E,L,E,T,3
other,80233,S2,18,U,B,L2E,L,E,S,2
CA,95650,T1,35,U,B,L1F,L,F,T,1
GA,31315,R2,40,U,D,L1F,L,F,R,2
CA,94538,S2,20,H,A,L3E,L,E,S,2
other,55421,S2,20,U,A,L3E,L,E,S,2
CA,90047,U4,10,U,A,L3E,L,E,U,4
other,74940-,T2,36,U,D,L4F,L,F,T,2
CA,94121,U1,3,H,A,L2F,L,F,U,1
other,41102,R2,49,H,B,L1F,L,F,R,2
TX,76015,C2,27,H,A,L1F,L,F,C,2
CA,93536,C2,27,U,A,L3F,L,F,C,2
other,97222,S2,18,H,B,L1G,L,G,S,2
other,42001,R2,49,U,C,L2F,L,F,R,2
TX,78660,T1,35,H,B,L1F,L,F,T,1
FL,33328,S2,20,H,A,L1F,L,F,S,2
other,37748,R2,43,H,D,L4E,L,E,R,2
other,36401,R3,50,U,D,L1G,L,G,R,3
MI,48306,T1,35,H,A,L3E,L,E,T,1
IL,61072,C2,28,U,B,L1E,L,E,C,2
WI,53110,S2,16,H,B,L2E,L,E,S,2
CA,96007,T3,41,U,C,L4E,L,E,T,3
IL,60643,U2,5,H,A,L2F,L,F,U,2
other,74012,S1,12,H,B,L1G,L,G,S,1
other,87112,U2,5,H,B,L3D,L,D,U,2
other,59538,R2,45,H,D,L1G,L,G,R,2
CA,95116,U3,8,H,A,L1E,L,E,U,3
CA,90048,U1,1,U,A,L1F,L,F,U,1
NC,27107,C3,32,U,B,L4F,L,F,C,3
other,39730,T2,36,H,D,L3F,L,F,T,2
other,50310,C2,27,H,B,L2G,L,G,C,2
FL,32792,C2,26,U,B,L1F,L,F,C,2
other,89502,S2,18,H,B,L1E,L,E,S,2
CA,93436,C2,27,U,B,L2G,L,G,C,2
IL,60194,C1,24,U,A,L3F,L,F,C,1
MI,48475,R3,51,H,D,L1F,L,F,R,3
CA,92675,S1,14,U,A,L2F,L,F,S,1
other,87002,T3,41,U,D,L2F,L,F,T,3
CA,94530,S1,11,H,A,L1F,L,F,S,1
other,80521,C2,25,U,C,L1F,L,F,C,2
CA,92675-,C1,24,H,A,L1E,L,E,C,1
other,55040,R2,44,H,A,L2F,L,F,R,2
IN,47805,T2,40,U,C,L1F,L,F,T,2
other,56560,S1,12,H,C,L1E,L,E,S,1
CA,93702,U4,10,H,B,L3E,L,E,U,4
other,55944,R2,44,H,D,L3E,L,E,R,2
CA,94043,S1,15,H,A,L2G,L,G,S,1
other,85233,R2,40,H,A,L1F,L,F,R,2
other,71328,R2,49,U,C,L1F,L,F,R,2
MI,48335-,S1,15,U,A,L1G,L,G,S,1
MO,64118,C1,23,U,B,L1F,L,F,C,1
IN,46342,C2,25,H,A,L1G,L,G,C,2
MI,49625,R3,51,H,D,L1G,L,G,R,3
NC,27516,T1,35,H,D,L1F,L,F,T,1
CA,92128,S1,15,U,A,L1G,L,G,S,1
TX,77346,S1,12,H,A,L4E,L,E,S,1
IL,60455,S2,16,H,A,L2F,L,F,S,2
other,97229,S1,14,H,B,L1F,L,F,S,1
FL,33311,U3,9,U,A,L1F,L,F,U,3
CA,90280,C1,24,U,A,L2G,L,G,C,1
other,36330,T1,34,U,D,L3E,L,E,T,1
other,67437,R2,48,U,D,L2G,L,G,R,2
CA,92234,C2,29,H,A,L1F,L,F,C,2
CA,94518,U1,3,U,A,L1G,L,G,U,1
other,71429,R3,51,U,D,L1F,L,F,R,3
MI,48150,S2,18,H,A,L4D,L,D,S,2
other,87031-,T2,39,H,D,L1F,L,F,T,2
TX,77469,T1,34,U,A,L1F,L,F,T,1
WI,53132,S1,11,H,B,L1F,L,F,S,1
IL,62448,R2,45,U,D,L3E,L,E,R,2
CA,90620,U2,6,H,A,L2F,L,F,U,2
IL,62946,R2,49,H,D,L3F,L,F,R,2
MI,48150,S2,20,U,A,L1G,L,G,S,2
WI,54849,R2,46,U,B,L1F,L,F,R,2
IN,46241,S3,21,H,B,L1F,L,F,S,3
IL,61491,R2,45,H,D,L3G,L,G,R,2
FL,34434,T2,37,H,C,L2E,L,E,T,2
TX,78722,U1,3,H,B,L2G,L,G,U,1
MI,48195,S3,21,H,A,L2F,L,F,S,3
FL,33319,U4,10,H,A,L1F,L,F,U,4
other,66547,R2,49,U,D,L1F,L,F,R,2
TX,79237,R3,53,U,D,L2F,L,F,R,3
other,57325,R1,42,H,D,L1F,L,F,R,1
CA,95677,S1,11,H,B,L1F,L,F,S,1
WA,99223,S1,12,H,B,L2F,L,F,S,1
MO,63020,R2,44,U,A,L2E,L,E,R,2
other,97527,C2,26,H,C,L2F,L,F,C,2
IN,46706,R2,44,U,B,L2F,L,F,R,2
other,29730,C3,30,H,B,L2F,L,F,C,3
other,89102,U1,1,U,B,L2F,L,F,U,1
CA,92122,S1,15,U,A,L1F,L,F,S,1
other,29568,R3,50,H,C,L1G,L,G,R,3
CA,92656,S1,15,U,A,L1F,L,F,S,1
MO,65615,R2,40,H,D,L2G,L,G,R,2
FL,33708,C2,26,H,A,L1G,L,G,C,2
other,29501,T2,40,H,C,L2G,L,G,T,2
CA,92071,U1,1,U,A,L1E,L,E,U,1
CA,90602,S1,13,U,A,L1E,L,E,S,1
FL,32561,C1,24,H,B,L4E,L,E,C,1
other,66509-,R2,49,U,D,L1G,L,G,R,2
other,97502,T2,40,U,C,L2G,L,G,T,2
FL,33020,U4,10,U,A,L1F,L,F,U,4
other,72404,R2,40,H,C,L1F,L,F,R,2
other,55305,S1,13,H,A,L2F,L,F,S,1
CA,96025,C2,26,U,D,L1E,L,E,C,2
MO,63052,T2,39,H,A,L4F,L,F,T,2
MI,48224,U4,10,U,A,L1F,L,F,U,4
WI,54173,R1,42,U,C,L1F,L,F,R,1
other,72160,T2,36,U,D,L1F,L,F,T,2
MO,63129,T2,39,U,A,L3G,L,G,T,2
CA,90713,U2,7,U,A,L1F,L,F,U,2
other,97267,S2,16,U,B,L1G,L,G,S,2
other,97223,S2,17,H,B,L1F,L,F,S,2
CA,96080,R2,46,H,D,L1F,L,F,R,2
other,97405,R1,42,U,B,L1G,L,G,R,1
WA,99005,T2,40,H,B,L1G,L,G,T,2
other,89048,R2,48,U,D,L1E,L,E,R,2
other,29730,T2,39,H,B,L1F,L,F,T,2
other,89031,S2,18,H,B,L3D,L,D,S,2
CA,91910,U3,9,H,A,L1F,L,F,U,3
other,96821,S1,12,U,B,L1F,L,F,S,1
NC,28226,S2,18,H,B,L4F,L,F,S,2
FL,33610,U4,10,U,A,L3D,L,D,U,4
GA,30054,R2,44,H,A,L4F,L,F,R,2
MO,65262,R2,43,H,D,L3F,L,F,R,2
other,40026,S2,20,H,B,L1F,L,F,S,2
IL,62995,R3,53,H,D,L1F,L,F,R,3
other,38106,U4,10,H,B,L2F,L,F,U,4
NC,28530,R2,47,U,C,L1F,L,F,R,2
TX,78415,C3,30,H,B,L3G,L,G,C,3
WI,53081,C3,30,H,C,L1G,L,G,C,3
other,96813,C1,22,U,B,L1F,L,F,C,1
other,88001,C3,30,H,C,L1F,L,F,C,3
TX,78852,C2,27,H,D,L1G,L,G,C,2
TX,77062,T1,35,U,A,L1F,L,F,T,1
other,51503,S2,20,H,B,L2F,L,F,S,2
other,80022,C3,30,U,B,L1F,L,F,C,3
WI,54529,R2,45,U,D,L1E,L,E,R,2
TX,76180-,C1,24,U,A,L3F,L,F,C,1
other,80215,S1,13,H,B,L1F,L,F,S,1
MO,63017,C1,24,H,A,L3E,L,E,C,1
IL,61354,R2,44,H,C,L1F,L,F,R,2
CA,92509,S2,16,H,A,L1F,L,F,S,2
CA,92109,S1,15,H,A,L2F,L,F,S,1
MO,64050,S3,21,U,B,L1F,L,F,S,3
NC,28358,T3,41,H,C,L1G,L,G,T,3
other,97756,T3,41,U,C,L1F,L,F,T,3
MI,48060,C3,30,U,A,L1G,L,G,C,3
FL,33065,C2,26,H,A,L1F,L,F,C,2
IN,46201,U4,10,U,B,L2E,L,E,U,4
WI,54721-,R3,53,U,D,L3E,L,E,R,3
CA,90066,U1,3,H,A,L3E,L,E,U,1
other,37663,T2,40,H,B,L1G,L,G,T,2
MI,49315-,C3,31,U,B,L2F,L,F,C,3
GA,30240,T2,39,H,C,L4E,L,E,T,2
IN,46226,S3,21,U,B,L3E,L,E,S,3
IN,46214,S1,15,H,B,L2F,L,F,S,1
other,80817,T3,41,H,B,L1F,L,F,T,3
WA,98577,R2,45,U,D,L1G,L,G,R,2
other,37215-,R2,40,U,B,L2G,L,G,R,2
other,35501,R2,45,U,B,L1F,L,F,R,2
other,74003,T2,36,U,D,L2F,L,F,T,2
WI,54720,T2,40,H,C,L1G,L,G,T,2
FL,34690,C3,33,H,A,L2F,L,F,C,3
NC,28314,T2,40,H,B,L1F,L,F,T,2
other,97301,S2,16,H,B,L2F,L,F,S,2
other,80911-,S2,18,H,B,L1F,L,F,S,2
MO,63010,T2,40,U,A,L1F,L,F,T,2
other,36875,R2,47,H,B,L2F,L,F,R,2
other,29621,T1,35,H,C,L1G,L,G,T,1
other,80233,S2,18,U,B,L1F,L,F,S,2
other,84404,C3,30,U,B,L4D,L,D,C,3
FL,32117,C3,30,H,B,L1E,L,E,C,3
other,84116,C3,31,U,B,L1F,L,F,C,3
CA,92505,S1,12,H,A,L1F,L,F,S,1
other,72513,R2,45,U,D,L1G,L,G,R,2
other,85013,U3,9,H,A,L1F,L,F,U,3
FL,33511,C1,24,H,A,L1E,L,E,C,1
other,73045,R2,49,U,B,L1F,L,F,R,2
other,29356,R2,45,U,B,L1F,L,F,R,2
MI,48225,U2,5,U,A,L1F,L,F,U,2
other,38117,S1,13,H,B,L1F,L,F,S,1
other,74338,R3,51,H,D,L2E,L,E,R,3
other,71203,R1,42,U,C,L2E,L,E,R,1
WI,53213-,U1,3,U,B,L4D,L,D,U,1
CA,92223,T1,35,H,A,L2G,L,G,T,1
other,57544,R2,43,U,D,L4D,L,D,R,2
IL,60521,S1,14,U,A,L2F,L,F,S,1
CA,94587-,R2,40,U,A,L2F,L,F,R,2
IL,61745,R2,44,U,C,L1F,L,F,R,2
other,38231,R3,51,U,D,L1G,L,G,R,3
other,67217,S2,16,H,B,L1E,L,E,S,2
IN,47170,T2,36,H,D,L2E,L,E,T,2
MO,65690,R3,53,U,D,L1G,L,G,R,3
MI,48341,R2,40,H,A,L2G,L,G,R,2
WA,98367,T2,39,U,C,L1F,L,F,T,2
other,85628,R2,49,H,D,L1G,L,G,R,2
MI,48197,C2,27,U,A,L1F,L,F,C,2
other,97051,R2,49,U,D,L4F,L,F,R,2
other,80814,R1,42,U,D,L2G,L,G,R,1
other,97830,R1,42,U,D,L2F,L,F,R,1
other,57701,C2,27,U,C,L1G,L,G,C,2
TX,79912,C2,27,H,B,L1G,L,G,C,2
other,40213,C3,31,U,B,L3E,L,E,C,3
NC,28793,R2,40,U,C,L3G,L,G,R,2
other,97230,U3,9,U,B,L1F,L,F,U,3
CA,93726,U3,9,H,B,L1F,L,F,U,3
TX,78232,S1,14,H,B,L3G,L,G,S,1
other,39211,S1,12,H,B,L2E,L,E,S,1
other,83201,C3,31,H,C,L3E,L,E,C,3
TX,79424,C1,22,H,C,L3E,L,E,C,1
other,37354,R2,43,U,D,L1F,L,F,R,2
CA,92019,C1,24,U,A,L1G,L,G,C,1
TX,77087,U4,10,H,A,L4G,L,G,U,4
other,80420,R1,42,U,D,L2F,L,F,R,1
other,86303,T2,37,U,C,L1F,L,F,T,2
FL,33051,S1,14,U,C,L3G,L,G,S,1
other,40065,T2,37,H,B,L3F,L,F,T,2
CA,95206,R2,44,H,B,L1F,L,F,R,2
other,50401,T2,40,H,D,L1F,L,F,T,2
GA,30116,T2,36,U,C,L1F,L,F,T,2
CA,90012,U4,10,U,A,L1F,L,F,U,4
other,82072,T3,41,U,D,L1E,L,E,T,3
CA,90036,C1,22,U,A,L1F,L,F,C,1
GA,30013,T2,38,H,A,L2F,L,F,T,2
FL,34787,T2,36,H,B,L1E,L,E,T,2
CA,94533,C2,27,H,A,L1G,L,G,C,2
other,71754,T2,36,U,U,L1F,L,F,T,2
CA,92673,S1,15,U,A,L1G,L,G,S,1
TX,77087,U4,10,U,A,L4D,L,D,U,4
CA,90505,S1,15,U,A,L1F,L,F,S,1
other,80211,U4,10,H,B,L2E,L,E,U,4
NC,28304,C2,27,H,B,L1G,L,G,C,2
CA,93301,C2,26,U,B,L4E,L,E,C,2
IL,60007,S1,12,H,A,L1F,L,F,S,1
other,57543,R2,49,U,D,L4F,L,F,R,2
CA,91350,C1,24,H,A,L2E,L,E,C,1
TX,77072,U3,9,H,A,L1F,L,F,U,3
CA,91205,U2,4,U,A,L4G,L,G,U,2
MI,49101,R2,46,H,C,L4D,L,D,R,2
FL,33065,C2,26,H,A,L3E,L,E,C,2
IN,46239,T1,35,H,B,L1G,L,G,T,1
other,55109,S1,12,U,A,L4D,L,D,S,1
TX,77340-,T2,38,U,D,L3D,L,D,T,2
WA,98003,C2,25,H,A,L1F,L,F,C,2
FL,33141,C2,28,U,A,L2E,L,E,C,2
other,37073,R2,49,U,B,L1F,L,F,R,2
WA,98203,C3,31,H,A,L1F,L,F,C,3
FL,33763,C2,28,U,A,L4F,L,F,C,2
MI,49321,T2,38,U,B,L2E,L,E,T,2
other,42276,R2,43,U,D,L1F,L,F,R,2
IN,46112,T2,40,H,B,L1G,L,G,T,2
CA,90213,U4,10,U,A,L1G,L,G,U,4
MI,49871,R3,51,U,C,L4D,L,D,R,3
FL,33916,C3,31,H,B,L1G,L,G,C,3
WI,54650,T2,38,H,C,L2F,L,F,T,2
other,70739,T2,39,H,B,L4D,L,D,T,2
FL,34613,T3,41,U,A,L4E,L,E,T,3
other,89031,S2,18,U,B,L3F,L,F,S,2
TX,75210,C3,32,H,A,L1F,L,F,C,3
other,42276,R2,46,H,D,L1F,L,F,R,2
other,70452,T1,35,H,B,L2E,L,E,T,1
MO,64502,C3,31,U,C,L1F,L,F,C,3
WA,98555,R2,46,H,D,L2E,L,E,R,2
WA,99163-,C1,22,U,D,L2G,L,G,C,1
other,99503,C3,31,H,C,L1F,L,F,C,3
NC,28715,T2,36,U,C,L1G,L,G,T,2
IL,60061,S1,11,U,A,L1F,L,F,S,1
NC,27203,T2,40,H,B,L4E,L,E,T,2
other,37055,T2,39,H,B,L4D,L,D,T,2
TX,75150,S3,21,H,A,L1G,L,G,S,3
WI,53115,T2,40,H,C,L1F,L,F,T,2
CA,95242,C1,22,U,B,L1F,L,F,C,1
CA,90720,S1,12,H,A,L1E,L,E,S,1
other,80111,S1,14,U,B,L2E,L,E,S,1
TX,78249,S1,12,H,B,L1G,L,G,S,1
IL,60015,S1,14,U,A,L2F,L,F,S,1
other,29323,T2,40,U,B,L1F,L,F,T,2
TX,78832,R3,53,U,D,L2F,L,F,R,3
other,72701,C3,31,U,C,L1F,L,F,C,3
IL,62226,C1,22,H,A,L1F,L,F,C,1
GA,31714,R2,47,U,D,L2F,L,F,R,2
GA,30534,R2,49,U,D,L1G,L,G,R,2
CA,94122,U1,2,H,A,L3F,L,F,U,1
CA,92119,S1,13,H,A,L2E,L,E,S,1
other,87505,C1,24,H,C,L1F,L,F,C,1
other,39565,R2,44,U,C,L3E,L,E,R,2
other,97415,T2,37,U,D,L2F,L,F,T,2
CA,93551,C2,27,H,A,L3F,L,F,C,2
MI,49853,R3,53,H,D,L1F,L,F,R,3
CA,95560,R2,46,H,C,L4F,L,F,R,2
IL,60098,T1,35,U,A,L1F,L,F,T,1
other,37807,R3,51,U,B,L2E,L,E,R,3
FL,33567,R2,49,H,A,L1F,L,F,R,2
WA,98168,S2,16,H,A,L3E,L,E,S,2
CA,92075,C1,22,U,A,L2E,L,E,C,1
WA,98683,R2,40,U,B,L2E,L,E,R,2
other,29063,T1,35,H,B,L2F,L,F,T,1
CA,94538,S2,18,U,A,L1F,L,F,S,2
MI,48840,S1,11,U,B,L2G,L,G,S,1
NC,28301,C1,22,H,B,L1F,L,F,C,1
NC,28270,S1,14,H,B,L2F,L,F,S,1
other,83815,T1,34,H,C,L4F,L,F,T,1
CA,95531,R2,44,H,D,L3F,L,F,R,2
CA,90638,S1,13,H,A,L1F,L,F,S,1
IL,60525,R2,40,H,A,L1F,L,F,R,2
other,37025,R2,43,H,D,L2G,L,G,R,2
MO,65336,R2,43,H,D,L4F,L,F,R,2
other,29644,R2,49,H,B,L1F,L,F,R,2
other,66104,S2,16,H,B,L4D,L,D,S,2
IN,46816,S3,21,U,B,L1F,L,F,S,3
other,66502,R2,40,U,C,L1F,L,F,R,2
other,50616,T2,37,U,D,L1G,L,G,T,2
IN,46703,R2,49,U,D,L3F,L,F,R,2
MO,63303,C2,26,H,A,L2F,L,F,C,2
MI,49507,S1,11,H,B,L2G,L,G,S,1
CA,92278,T2,39,U,A,L4E,L,E,T,2
CA,93940,C1,24,H,B,L1F,L,F,C,1
TX,79336,R2,49,U,D,L2G,L,G,R,2
CA,90731,S1,11,H,A,L2F,L,F,S,1
FL,33617,U3,9,H,A,L1G,L,G,U,3
IL,60164,S3,21,H,A,L1F,L,F,S,3
IL,61833,T3,41,H,C,L2G,L,G,T,3
WI,53172,S2,16,H,B,L2G,L,G,S,2
IN,47001,R2,49,U,B,L2E,L,E,R,2
GA,30180,R2,49,H,C,L1F,L,F,R,2
CA,92122-,U1,1,U,A,L4F,L,F,U,1
WA,98606,T2,40,H,B,L1F,L,F,T,2
CA,91344,S1,12,H,A,L2E,L,E,S,1
other,71291,C2,28,H,C,L1F,L,F,C,2
CA,91773,S1,12,U,A,L1G,L,G,S,1
other,38611-,R3,50,U,B,L2F,L,F,R,3
other,40505,S2,16,H,B,L2G,L,G,S,2
other,71071,R3,51,U,D,L3F,L,F,R,3
other,56301,C2,27,H,C,L1F,L,F,C,2
NC,27604-,T1,34,H,B,L2F,L,F,T,1
other,69022,R2,45,U,D,L2F,L,F,R,2
IL,62650,T1,34,H,D,L1E,L,E,T,1
TX,75248,S1,15,H,A,L1G,L,G,S,1
IN,46542,R3,53,U,C,L1F,L,F,R,3
FL,34608,C2,28,H,A,L1E,L,E,C,2
other,39194,T2,36,H,D,L1G,L,G,T,2
other,40324,R1,42,H,B,L1F,L,F,R,1
TX,77068,C1,24,U,A,L2E,L,E,C,1
FL,33811,T2,39,H,B,L1F,L,F,T,2
TX,77021,C3,32,H,A,L1F,L,F,C,3
other,71913,T2,37,H,C,L4F,L,F,T,2
other,40729,R3,51,U,D,L2F,L,F,R,3
other,38401,T1,35,H,C,L1F,L,F,T,1
WA,99207,C3,30,U,B,L4E,L,E,C,3
CA,94131,U1,3,H,A,L4E,L,E,U,1
other,50310,C2,28,H,B,L3E,L,E,C,2
FL,34744,T2,40,U,B,L1G,L,G,T,2
other,71220,R2,49,H,D,L1F,L,F,R,2
CA,95014,U1,1,U,A,L1F,L,F,U,1
MI,48357,T2,40,H,A,L2E,L,E,T,2
other,36616,C2,28,U,B,L4D,L,D,C,2
other,36542,S1,14,U,B,L2G,L,G,S,1
other,80517,C1,24,U,C,L4E,L,E,C,1
MI,49684,R1,42,H,C,L2F,L,F,R,1
TX,76262,C1,22,U,A,L1G,L,G,C,1
NC,27288,T3,41,H,C,L4D,L,D,T,3
other,85283,S1,12,H,A,L3G,L,G,S,1
CA,92346,S1,12,H,A,L4D,L,D,S,1
other,37752,R3,53,U,D,L1F,L,F,R,3
TX,76513,T2,38,H,C,L3G,L,G,T,2
TX,75206,U1,2,H,A,L2F,L,F,U,1
WI,53581,T2,36,H,D,L1F,L,F,T,2
WI,53818,C1,22,U,D,L3D,L,D,C,1
IL,61032,T2,36,U,D,L1G,L,G,T,2
GA,30217,R3,51,U,D,L1F,L,F,R,3
FL,32937,C1,22,U,B,L1E,L,E,C,1
other,56401,R2,44,H,D,L2F,L,F,R,2
WA,98296,T1,35,U,A,L1F,L,F,T,1
other,58716-,R3,53,U,D,L4D,L,D,R,3
other,29365,T2,40,H,B,L4E,L,E,T,2
CA,90703,U1,2,H,A,L3G,L,G,U,1
CA,91718,C3,31,H,A,L3G,L,G,C,3
WI,53188,C1,24,H,B,L1F,L,F,C,1
FL,33831,R2,40,U,B,L4D,L,D,R,2
other,72956,T2,36,H,C,L1F,L,F,T,2
other,97146,R2,46,U,D,L2E,L,E,R,2
other,35756,T1,35,U,D,L1G,L,G,T,1
other,36117,R2,46,U,B,L4D,L,D,R,2
other,70611,R2,44,H,C,L1G,L,G,R,2
CA,95066,T1,34,H,A,L1F,L,F,T,1
WA,98465,S2,16,H,A,L3E,L,E,S,2
other,80010,S2,16,U,B,L1F,L,F,S,2
GA,30721,T2,40,H,C,L4D,L,D,T,2
IN,46051,R2,49,U,C,L1F,L,F,R,2
MI,49423,C3,30,U,B,L4E,L,E,C,3
MI,49083,T1,34,U,C,L1G,L,G,T,1
other,36545,R2,45,H,D,L1G,L,G,R,2
CA,95120,S1,14,U,A,L1E,L,E,S,1
NC,27288,T2,36,H,C,L2G,L,G,T,2
WA,99212,C2,27,U,B,L1F,L,F,C,2
NC,27805,R3,50,U,D,L1F,L,F,R,3
CA,95670-,S2,20,H,B,L1F,L,F,S,2
MO,63080,T2,36,H,A,L1F,L,F,T,2
other,73044,R2,49,U,B,L2G,L,G,R,2
other,85745,C3,30,U,B,L1G,L,G,C,3
IL,60565-,U1,1,U,A,L3F,L,F,U,1
IL,60090,U1,2,H,A,L2F,L,F,U,1
other,68144,S1,14,H,B,L1G,L,G,S,1
other,70161,U4,10,U,B,L1G,L,G,U,4
other,35758,T1,35,H,B,L3E,L,E,T,1
CA,90063,U3,8,H,A,L1F,L,F,U,3
CA,95215,C3,30,U,B,L1E,L,E,C,3
IN,47362,R2,49,U,D,L1F,L,F,R,2
TX,76567,R3,51,U,D,L4E,L,E,R,3
CA,95991,C2,27,H,C,L2G,L,G,C,2
CA,91208,U2,7,H,A,L3E,L,E,U,2
WI,54494,T2,36,U,C,L1G,L,G,T,2
other,55021,R2,49,H,D,L1F,L,F,R,2
MO,63011,C2,27,H,A,L4E,L,E,C,2
MI,49746,R3,53,U,D,L2E,L,E,R,3
MI,48504,C3,32,H,B,L1F,L,F,C,3
MO,63601,T2,36,U,D,L2F,L,F,T,2
other,80701,T2,39,U,D,L2F,L,F,T,2
MO,63077,R2,43,H,A,L4D,L,D,R,2
FL,33770,U1,2,U,A,L2F,L,F,U,1
WA,98366,C3,31,H,C,L1E,L,E,C,3
IN,46184,S2,20,U,B,L4E,L,E,S,2
other,55110,S1,12,H,A,L2F,L,F,S,1
CA,96080,R2,44,H,D,L2F,L,F,R,2
other,85706,C3,30,H,B,L3E,L,E,C,3
WI,53105,T2,40,H,B,L4D,L,D,T,2
other,59404,T1,35,H,C,L1G,L,G,T,1
other,70471,R2,40,U,B,L2F,L,F,R,2
GA,30305,S1,15,H,A,L1F,L,F,S,1
TX,75686,R2,45,U,D,L1F,L,F,R,2
IN,46383,T2,40,U,A,L2F,L,F,T,2
other,55057,T1,35,U,D,L1F,L,F,T,1
NC,28387,T1,35,H,C,L1G,L,G,T,1
TX,79904,S1,11,U,B,L2E,L,E,S,1
IL,60056,U1,2,H,A,L2E,L,E,U,1
GA,31907,C2,27,H,B,L3F,L,F,C,2
MO,63084,T2,36,U,A,L1E,L,E,T,2
other,97801-,S2,18,H,C,L2F,L,F,S,2
FL,32174,S2,16,H,B,L1G,L,G,S,2
GA,30032,S3,21,H,A,L4D,L,D,S,3
other,55113,S1,11,H,A,L3F,L,F,S,1
WA,98125,U1,3,H,A,L3F,L,F,U,1
MI,49017,C3,31,U,C,L2F,L,F,C,3
other,56114,R2,45,U,D,L2E,L,E,R,2
WA,98685,C2,26,U,B,L3F,L,F,C,2
WI,53042,R2,45,U,C,L1G,L,G,R,2
IN,46325,C3,32,U,A,L1F,L,F,C,3
other,38930,R2,49,H,D,L3E,L,E,R,2
TX,76904,R1,42,U,C,L2F,L,F,R,1
CA,90631,S1,13,H,A,L1F,L,F,S,1
IN,47951,R2,45,U,D,L4G,L,G,R,2
other,85024,S2,16,U,A,L3E,L,E,S,2
WA,98110,T1,34,U,C,L2E,L,E,T,1
IL,60464,S1,14,U,A,L1F,L,F,S,1
TX,76475,R3,53,H,D,L1E,L,E,R,3
TX,79835,T3,41,H,B,L4E,L,E,T,3
IN,46785,R2,49,U,B,L1F,L,F,R,2
other,29477,R2,47,H,B,L1F,L,F,R,2
MI,48180,C3,31,U,A,L2F,L,F,C,3
IL,60081,T2,37,H,A,L1F,L,F,T,2
IL,61821,C1,24,H,C,L2F,L,F,C,1
WA,99216,C1,24,H,B,L1F,L,F,C,1
other,71107,T3,41,H,B,L1E,L,E,T,3
other,74403,T2,37,H,C,L1F,L,F,T,2
MO,63031,S2,18,H,A,L3E,L,E,S,2
FL,34232,C2,28,H,B,L2G,L,G,C,2
CA,90723,U3,9,U,A,L2G,L,G,U,3
WA,98328,C3,30,U,A,L1G,L,G,C,3
WI,53142,S2,16,H,A,L3E,L,E,S,2
other,37738,R2,46,U,B,L2E,L,E,R,2
other,38122,C3,30,H,B,L1F,L,F,C,3
TX,77708,C1,24,H,B,L2E,L,E,C,1
GA,30241,T2,36,U,C,L1G,L,G,T,2
other,80120,S2,20,U,B,L3D,L,D,S,2
IL,62837,R2,45,H,D,L2E,L,E,R,2
IL,60645,U1,2,U,A,L1F,L,F,U,1
IL,60087,S2,18,H,A,L4D,L,D,S,2
CA,90740,S1,14,H,A,L2G,L,G,S,1
other,72204,C2,27,H,B,L1F,L,F,C,2
IN,46902,T2,40,H,C,L2F,L,F,T,2
MI,49855,R2,49,H,C,L3E,L,E,R,2
MI,49445,T2,40,H,C,L2F,L,F,T,2
other,70739,T2,39,H,B,L1F,L,F,T,2
CA,91754,U2,6,U,A,L1E,L,E,U,2
CA,95269,S3,21,U,B,L1F,L,F,S,3
other,73159,C2,27,H,B,L3E,L,E,C,2
other,96748,R2,43,H,C,L1G,L,G,R,2
FL,33020,U3,8,H,A,L4F,L,F,U,3
CA,90740,C3,33,H,A,L1F,L,F,C,3
other,37209,T2,38,H,B,L1F,L,F,T,2
WI,53190,T2,36,H,C,L1F,L,F,T,2
other,84604,C2,25,U,C,L2G,L,G,C,2
CA,90019,U2,7,U,A,L2F,L,F,U,2
CA,91307,S1,13,H,A,L1G,L,G,S,1
IL,61820,C1,22,U,C,L3G,L,G,C,1
IL,61115,S3,21,H,B,L1E,L,E,S,3
other,50069,R2,49,H,B,L1F,L,F,R,2
CA,95255,R1,42,U,D,L3F,L,F,R,1
WA,98101,U4,10,U,A,L2F,L,F,U,4
other,85390,R2,46,U,A,L1E,L,E,R,2
FL,34711,R1,42,U,C,L3E,L,E,R,1
CA,92801,U2,7,U,A,L1E,L,E,U,2
GA,30248,C2,27,U,A,L3F,L,F,C,2
other,70001,U2,7,U,B,L4D,L,D,U,2
other,89015,C2,27,H,B,L1F,L,F,C,2
other,55767,T3,41,U,D,L2F,L,F,T,3
WA,98390,S2,18,H,A,L2F,L,F,S,2
other,41051,T2,39,H,B,L1F,L,F,T,2
other,80210,S1,13,H,B,L1G,L,G,S,1
CA,91104,S2,20,U,A,L1F,L,F,S,2
other,80005,S1,14,U,B,L1G,L,G,S,1
FL,32257-,C1,24,H,B,L3D,L,D,C,1
TX,76002,S2,16,U,A,L2G,L,G,S,2
